Domain,Name,Title,Date,UserName,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Talk about other apps,E.g.,Remarks,isEdited,Rating,keyword,selected,Word count,Extracted words
Mental Health,happify-for-stress-worry,No login on app,2/27/2021 4:28,quack.addict,"app will log you out on its own after inactivity, but you can't log back in afterwards. gives you an error message. only way to log back in is to repeatedly uninstall and reinstall the app. what a waste. i was genuinely enjoying the content i'd gotten to use so far.",,"app, log out on its own, after inactivity, not log back, afterwards, gives, error message, only way, repeatedly uninstall, reinstall, waste",,reliable,,,,FALSE,1,,,25,"app,log,inactivity,ca,not,log,back,afterwards,gives,error,message,way,log,back,repeatedly,uninstall,reinstall,app,waste,genuinely,enjoying,content,gotten,use,far"
Mental Health,betterhelp-online-counseling,Incredible!,7/13/2021 0:56,byewe16,i'm so grateful i decided to do therapy. i'm relived and full of gratitude to have met dr. veronica! i'm so happy right now. wow. so divine and so surreal. thank you!,,,,,,,,FALSE,5,,,15,"grateful,decided,therapy,relived,full,gratitude,met,dr.,veronica,happy,right,wow,divine,surreal,thank"
Mental Health,headspace-meditation-sleep,Moments of peace,3/13/2021 19:18,NinjaPrincess10x,"whether you are looking to build a habit of meditating daily, or need that occasional peace, or just looking for 5 minutes wherever you can, this app has helped me develop and build something i've used throughout my day. if i'm stressed at work i take a second to breath and ground myself using techniques i learned here, i've used it to help me fall asleep, and i used it especially after therapy sessions when i need to just love myself. it has been such a useful tool, even though i'm not regular it encourages me to keep trying to make it more of a u conscious habit. this is a great investment and worth the subscription!","helped develop, build, help fall asleep, used it, after, therapy sessions, love myself, useful tool, encourages, keep tryping, make conscious habit, great investment, worth subscription",,effective,,,,,FALSE,5,,,56,"whether,looking,build,habit,meditating,daily,need,occasional,peace,looking,5,minutes,wherever,app,helped,develop,build,something,used,throughout,day,stressed,work,take,second,breath,ground,using,techniques,learned,used,help,fall,asleep,used,especially,therapy,sessions,need,love,useful,tool,even,though,regular,encourages,keep,trying,make,u,conscious,habit,great,investment,worth,subscription"
Mental Health,calm-sleep-meditation,Broken,12/28/2020 13:30,gabriele_432,"so ive only got this app for one day and yeah. its all working good untiil, i used the breathe circle medatation for one time and it completely stopped working after that one time! could you please fix this?",,"all working good, untile, breathe circle, completely stopped working, please fix",,reliable,,1,,FALSE,4,,,23,"ive,got,app,one,day,yeah,working,good,untiil,used,breathe,circle,medatation,one,time,completely,stopped,working,one,time,could,please,fix"
Mental Health,insight-timer-meditation-app,My meditation journey,9/17/2021 21:47,E-Mome,"i was referred insight timer from a co worker, and it has really made a life long impact along this journey!",,,,,,,,FALSE,5,,,12,"referred,insight,timer,co,worker,really,made,life,long,impact,along,journey"
Mental Health,calm-sleep-meditation,Use it daily,8/23/2021 11:21,Chrissy B me,"i am new to calm and am loving it. my son is a very active child and has difficulty unwinding and falling asleep. we tried the kids sleep stories and the first time he didn't fall asleep before the story ended but was very relaxed and then we did a soundscapes and that did the trick. after that night, he asks for a sleep story and has fallen asleep before they finished several days in a row now. we are loving the app and can't wait to explore more features.","active child, difficulty unwinding and falling asleep, kids sleep stories, not fall asleep, before story ended, soundscapes, did trick",,effective,,,,,FALSE,5,,,41,"new,calm,loving,son,active,child,difficulty,unwinding,falling,asleep,tried,kids,sleep,stories,first,time,not,fall,asleep,story,ended,relaxed,soundscapes,trick,night,asks,sleep,story,fallen,asleep,finished,several,days,row,loving,app,ca,not,wait,explore,features"
Mental Health,betterhelp-online-counseling,Changed My Life,4/23/2021 17:27,britty460602,"i do not have 1 negative thing to say about better help and the clinicians on here. i have seen over 15 therapists in a traditional in-person setting. nothing has been more helpful than better help. i can message my therapist anytime. this has been extremely beneficial. anytime i am feeling anxious or having a bad day, i know i can just send a message and my therapist will get back to me as soon as she can. i also love the worksheets and journal writings i can do. the clinicians have great tools and so do the clients! better help has changed my life and the way i cope with stress.","message, therapist, anytime, extremely beneficial, feeling anxious, bad day, know, send message, get back, love worksheets, journal writings, clinicians, great tools, changed life, the way cope stress",,"effective, professional counseling",,,,,FALSE,5,,,50,"1,negative,thing,say,better,help,clinicians,seen,15,therapists,traditional,in-person,setting,nothing,helpful,better,help,message,therapist,anytime,extremely,beneficial,anytime,feeling,anxious,bad,day,know,send,message,therapist,get,back,soon,also,love,worksheets,journal,writings,clinicians,great,tools,clients,better,help,changed,life,way,cope,stress"
Mental Health,shine-calm-anxiety-stress,It exactly what you didn't know your mind and soul needed,6/7/2022 12:10,EliasGoddess,"i loved shine since it was a built in app for the program messenger. it's gives me the insight, hope and direction i need when i'm struggling. it also keeps me going when i'm feeling good. definitely need to incorporate it into my daily living.","gives, insight, hope, direction, need struggling, keeps me going, feeling good, ",,effective,,,1,,FALSE,5,,,23,"loved,shine,since,built,app,program,messenger,gives,insight,hope,direction,need,struggling,also,keeps,going,feeling,good,definitely,need,incorporate,daily,living"
Mental Health,moodfit,Helping me be more positive and less reactive,2/12/2021 23:23,gh73883,loving the app so far,,,,,,,,FALSE,5,,,3,"loving,app,far"
Mental Health,ten-percent-happier-meditation,This app has been wonderful,4/7/2022 10:55,Ls154,"i've been using this app for a little over a month now and it's been amazing. i've used five or six other meditation apps, but this one has more applicability throughout my day than any of the others. i use it multiple times a day. sometimes just for silent meditation, but i also really love that short courses. the 10 to 20 minute talk plus meditation where the talk is a few minutes and the meditation is guided are great. incredibly high-quality teachers. plus a podcast!",,,,,,,,FALSE,5,,,43,"using,app,little,month,amazing,used,five,six,meditation,apps,one,applicability,throughout,day,others,use,multiple,times,day,sometimes,silent,meditation,also,really,love,short,courses,10,20,minute,talk,plus,meditation,talk,minutes,meditation,guided,great,incredibly,high-quality,teachers,plus,podcast"
Mental Health,talkspace-therapy-counseling,Trash app,2/5/2021 21:53,Lolshawn1990,"recommendation for talkspace: 0/10

i had my first ever therapy session at 2:30 today. i was anxious af about it. 2:20 rolls around and it says my session has started and to join... so i join 10 minutes early. then it just sits there and says to wait for my therapist to join... so i sit there waiting for her to just pop up. 2:30 comes and i'm still just sitting there with my nerves shot. another 10 minutes goes by and it says my session has expired and to reschedule... 30 minutes after that my therapist finally messaged and claims it wouldn't let her join the room. she wasn't even empathetic about it. girl bye. i've messaged their customer service and let them know that i have received 0 therapy so i will be paying 0 dollars and to cancel my subscription. it took a lot to mentally prepare myself for that today. all for nothing. i'll just use my insurance and go to a therapist in nashville. it will probably be cheaper, and i won't have to deal with all that.",,"first therapy session, anxious, join, waiting, sitting, nerves shot, session expired, reschedule, minutes after, therapist messaged, claim, not let her join, not even empathetic, messaged, customer services, let them know",,"reliable, professional counseling",,,,FALSE,1,,,92,"recommendation,talkspace,0/10,first,ever,therapy,session,2:30,today,anxious,af,2:20,rolls,around,says,session,started,join,...,join,10,minutes,early,sits,says,wait,therapist,join,...,sit,waiting,pop,2:30,comes,still,sitting,nerves,shot,another,10,minutes,goes,says,session,expired,reschedule,...,30,minutes,therapist,finally,messaged,claims,would,not,let,join,room,not,even,empathetic,girl,bye,messaged,customer,service,let,know,received,0,therapy,paying,0,dollars,cancel,subscription,took,lot,mentally,prepare,today,nothing,use,insurance,go,therapist,nashville,probably,cheaper,wo,not,deal"
