Domain,Date,Name,Title,Review,Positive keywords,Negative keywords,Positive genre,Negative genre,Eg,Talk abt other apps,Other apps reviews talk abt,Remarks,keywords,Rating,Word count,Extracted words (NLTK)
Investing,6/14/2022 19:51,td-ameritrade-mobile,Poor login,app does not recognize face is option anymore. used to work. now only works 1/30 times.  needs a software update.,,"not recognize, needs, software update",,"reliability, compatibility",,,,performance because it’s a bug since it only works 1/30 times,work,1,13,"app,recognize,face,option,anymore,used,work,works,1/30,times,needs,software,update"
Investing,12/10/2020 21:12,e-trade-invest-trade-save,What did you do!!!,"now with the latest update, the app doesn't take my touch id on opening i have to touch the little finger print button by name and password to activate the touch id. 

please fix the bug!!  
thanks",,"latest update, fix, bug",,reliability,,,,,"fix, bug",5,22,"latest,update,app,not,take,touch,id,opening,touch,little,finger,print,button,name,password,activate,touch,id,please,fix,bug,thanks"
Investing,3/22/2022 17:48,td-ameritrade-mobile,Great stock App,ease of use and consumer protection and tons of free courses to further your financial education. the stock market is at your fingertips with this respected brokerage app,"ease of use, consumer protection, free courses, financial education, stock market, fingertips",,usability,,,,,,"ease of use, consumer protection, free courses",5,15,"ease,use,consumer,protection,tons,free,courses,financial,education,stock,market,fingertips,respected,brokerage,app"
Investing,1/29/2021 0:47,robinhood-investing-for-all,Robinhood folded to pressure from hedge funds,"i was not brought to robinhood for meme stocks. i have been dabbling for awhile now. the meme stock stampede came in and caused big hedge funds to lose money. these hedge funds called trading platforms to cease the sale of stocks to correct these losses. robinhood folded under pressure and stopped the sale of certain stocks. 

i do not support companies that will fold to big corporations and make people lose money so the rich can get richer. a couple hedge funds lose money so they manipulate the market back into their favor. not a fan.",,"cease, sale of stocks, folded, pressure, stopped, sale of stocks, lose money, manipulate, market",,"fradulent activity, profitability",,,,,"stop, manipulate market",1,55,"brought,robinhood,meme,stocks,dabbling,awhile,meme,stock,stampede,came,caused,big,hedge,funds,lose,money,hedge,funds,called,trading,platforms,cease,sale,stocks,correct,losses,robinhood,folded,pressure,stopped,sale,certain,stocks,support,companies,fold,big,corporations,make,people,lose,money,rich,get,richer,couple,hedge,funds,lose,money,manipulate,market,back,favor,fan"
Investing,2/16/2021 14:46,robinhood-investing-for-all,Easy,"easy. this app is the easiest to get started trading with, everyone has it, it's a simple to use and understandable platform, it has analyzed data to get you researching new stocks.","easiest, simple to use, understandable, platform, analyze, research, stocks",,usability,,,,,,"simple to use, understandable",5,17,"easy,app,easiest,get,started,trading,everyone,simple,use,understandable,platform,analyzed,data,get,researching,new,stocks"
Investing,2/3/2021 19:04,marketsim,Splitting,"very good app, easy to use and good simulator, but it does not account for splitting. if a stock splits, you just lose money, you aren't given that any additional shares","easy to use, not account, splitting, stock splits, lose money",,usability,profitability,,,,"sounds more like a bug, since the split stock cause losing money","easy to use, lose money",3,16,"good,app,easy,use,good,simulator,account,splitting,stock,splits,lose,money,not,given,additional,shares"
Investing,2/4/2021 1:07,robinhood-investing-for-all,Robbin' the hood,"imagine being a platform that brands itself as for the people. but, when it counts, you pander to rich hedge funds and their daddybucks. crooked and corrupt is the only way to describe the ceo and upper management of robinhood, who decided to save the billionaires in the moments it mattered and worked in opposition to stop a public movement protesting short sellers. regulation has been long overdue in this country to disclose & mitigate short attacks by hedge funds. if you, the consumer, let robinhood get away with this, then you're okay with everyday people losing money when the short sellers find a new target. and they will. 
vlad dumbly dug his own grave when he said his users were the ones out of line. find a new brokerage app.",,"pander, rich hedge, daddybucks, crooked, corrupt, disclose, mitigate, short attacks, losing money",,"profitability, fradulent activity",,,,,"crooked, corrupt",1,68,"imagine,platform,brands,people,counts,pander,rich,hedge,funds,daddybucks,crooked,corrupt,way,describe,ceo,upper,management,robinhood,decided,save,billionaires,moments,mattered,worked,opposition,stop,public,movement,protesting,short,sellers,regulation,long,overdue,country,disclose,mitigate,short,attacks,hedge,funds,consumer,let,robinhood,get,away,okay,everyday,people,losing,money,short,sellers,find,new,target,vlad,dumbly,dug,grave,said,users,ones,line,find,new,brokerage,app"
Investing,1/5/2022 4:32,atom-finance-invest-smarter,Can't sign up,sign in with apple is not supported.,,"sign in, not supported, apple",,compatibility,1,,,"Sounds like a bug, but not necessary. The developer may not have intended to run the app using Apple accounts",not supported,1,3,"sign,apple,supported"
Investing,10/13/2021 14:29,fidelity-investments,Charts,you keep asking me for reviews and i find that very annoying. stop soliciting!,,"keep asking, reviews, annoying, soliciting",,usability,,,,,"keep asking, soliciting, annoying",2,7,"keep,asking,reviews,find,annoying,stop,soliciting"
Investing,2/1/2021 18:58,stockpile-investing-made-easy,Customer Support non-existent,"ive sent several emails to support, no reply. don't put your money in to something where a real person isn't even going to give you the time of day.",,"sent, emails to support, no reply, real person, not give, time of day",,customer service,,,,,"support, no reply",1,18,"ive,sent,several,emails,support,reply,not,put,money,something,real,person,not,even,going,give,time,day"
Investing,5/7/2021 10:16,td-ameritrade-mobile,So far worst app I've used.,i deposited money in 4 days ago and it still says the money is not in my account even tho its been taken out of my bank.,,"deposit, days ago, money not in account, taken out of bank",,reliability,,,,I added performance for the speed of the app to respond to the user event,days ago,1,13,"deposited,money,4,days,ago,still,says,money,account,even,tho,taken,bank"
Investing,10/16/2021 22:31,gemini-buy-bitcoin-crypto,Super Clean & Easy for everyone,"i have used several different platforms at this point and i can say with great confidence that the gemini team built something seriously special! this platform will allow the masses to get into the crypto space for 3 strong reasons. sharing knowledge through the email newsletter, making it easy with apple pay, & paying yield with earn.","great confidence, platform, allow, masses, get crypto space, sharing knowledge, email newsletter, easy with apple pay, yield, earn",,"usability, profitability",,,,,,"allow, sharing knowledge, making it easy, yield, earn",5,34,"used,several,different,platforms,point,say,great,confidence,gemini,team,built,something,seriously,special,platform,allow,masses,get,crypto,space,3,strong,reasons,sharing,knowledge,email,newsletter,making,easy,apple,pay,paying,yield,earn"
Investing,8/2/2021 6:51,stocktwits,Fishing data. Crash,"it seems like every time you click on click on websites and links, your phone is burning hot with fishing data and then the app crashes",,"click, websites, links, phone, burning hot, fishing data, app, crashes",,reliability,,,,"performance issue as the app crashes
phishing information - misinformation leading the users to click on the links","fishing, crashes",1,15,"seems,like,every,time,click,click,websites,links,phone,burning,hot,fishing,data,app,crashes"
